,price,numBathrooms,Status,house_size_SF,n_beds,BHK_RK,building_type
0,22000,1,Furnished,400,1,RK,StudioApartment
1,20000,1,Furnished,400,1,RK,StudioApartment
2,8500,1,Semi-Furnished,500,2,BHK,IndependentFloor
3,48000,3,Furnished,1020,3,BHK,IndependentHouse
4,20000,2,Unfurnished,810,2,BHK,Apartment
5,11000,1,Semi-Furnished,750,3,BHK,Apartment
6,20000,2,Furnished,1300,3,BHK,IndependentFloor
7,35000,2,Furnished,1200,3,BHK,IndependentFloor
8,39000,2,Semi-Furnished,1100,3,BHK,IndependentHouse
9,90000,4,Semi-Furnished,2500,4,BHK,IndependentFloor
10,10000,2,Semi-Furnished,1162,2,BHK,Apartment
11,20000,2,Semi-Furnished,900,3,BHK,IndependentFloor
12,15000,2,Semi-Furnished,750,2,BHK,IndependentFloor
13,24000,1,Semi-Furnished,1100,2,BHK,Apartment
14,35000,2,Furnished,1150,2,BHK,IndependentFloor
15,59000,3,Semi-Furnished,2000,3,BHK,Apartment
16,35000,1,Semi-Furnished,1350,1,BHK,IndependentFloor
17,45000,2,Furnished,1000,2,BHK,Apartment
18,32500,2,Semi-Furnished,1100,3,BHK,IndependentFloor
19,220000,4,Semi-Furnished,2200,4,BHK,IndependentFloor
20,43000,3,Semi-Furnished,1800,3,BHK,IndependentFloor
21,30000,2,Furnished,900,2,BHK,IndependentFloor
22,68000,2,Furnished,1350,3,BHK,IndependentFloor
23,55000,3,Furnished,1850,3,BHK,IndependentFloor
24,40000,1,Semi-Furnished,1500,1,BHK,IndependentFloor
25,40000,2,Semi-Furnished,1300,3,BHK,IndependentFloor
26,60000,3,Furnished,1440,3,BHK,IndependentFloor
27,20000,1,Semi-Furnished,600,1,BHK,IndependentFloor
28,33500,1,Furnished,750,1,BHK,IndependentFloor
29,15500,1,Furnished,300,1,RK,StudioApartment
30,43000,2,Semi-Furnished,1600,3,BHK,Apartment
31,11000,1,Semi-Furnished,2400,2,BHK,IndependentFloor
32,34000,3,Semi-Furnished,2000,3,BHK,IndependentFloor
33,58000,3,Semi-Furnished,2025,3,BHK,IndependentFloor
34,38000,2,Furnished,1500,3,BHK,Apartment
35,60000,3,Furnished,2200,3,BHK,Apartment
36,25000,1,Furnished,600,1,BHK,Apartment
37,18000,1,Furnished,700,1,BHK,Apartment
38,65000,2,Furnished,900,2,BHK,IndependentFloor
39,44000,3,Semi-Furnished,1350,3,BHK,IndependentFloor
40,28500,2,Furnished,1050,3,BHK,IndependentFloor
41,18000,1,Semi-Furnished,450,1,BHK,Apartment
42,1400000,8,Semi-Furnished,7200,8,BHK,IndependentFloor
43,17140,1,Furnished,680,1,BHK,IndependentFloor
44,12000,1,Semi-Furnished,650,2,BHK,IndependentFloor
45,17000,1,Furnished,600,1,BHK,IndependentFloor
46,22000,1,Semi-Furnished,1100,2,BHK,Apartment
47,30000,2,Semi-Furnished,1125,2,BHK,IndependentFloor
48,70000,3,Semi-Furnished,1800,3,BHK,IndependentFloor
49,65000,3,Furnished,2500,3,BHK,IndependentFloor
50,48000,2,Furnished,1250,3,BHK,IndependentHouse
51,20000,1,Semi-Furnished,400,1,RK,StudioApartment
52,14000,1,Unfurnished,800,1,BHK,Apartment
53,25000,2,Semi-Furnished,900,2,BHK,Apartment
54,35000,2,Semi-Furnished,1500,3,BHK,Apartment
55,42000,2,Furnished,1900,3,BHK,Apartment
56,59999,3,Semi-Furnished,1801,3,BHK,IndependentFloor
57,50000,4,Furnished,2700,4,BHK,IndependentFloor
58,250000,4,Semi-Furnished,3000,4,BHK,IndependentFloor
59,30000,3,Semi-Furnished,1960,3,BHK,Apartment
60,15000,2,Semi-Furnished,720,2,BHK,Apartment
61,35000,2,Semi-Furnished,1050,2,BHK,IndependentFloor
62,12500,2,Semi-Furnished,650,2,BHK,IndependentFloor
63,65000,3,Semi-Furnished,2250,3,BHK,IndependentFloor
64,40000,2,Semi-Furnished,2000,3,BHK,Apartment
65,95000,4,Semi-Furnished,2700,3,BHK,IndependentFloor
66,25000,2,Semi-Furnished,1100,2,BHK,Apartment
67,14000,1,Furnished,400,1,RK,StudioApartment
68,30000,3,Semi-Furnished,1800,3,BHK,Apartment
69,22000,2,Semi-Furnished,950,2,BHK,Apartment
70,13000,2,Semi-Furnished,500,2,BHK,IndependentFloor
71,33000,3,Semi-Furnished,1700,3,BHK,Apartment
72,45000,3,Semi-Furnished,2300,4,BHK,IndependentFloor
73,625000,5,Semi-Furnished,5000,4,BHK,IndependentFloor
74,58000,3,Semi-Furnished,1800,3,BHK,IndependentFloor
75,120000,3,Furnished,2000,3,BHK,IndependentFloor
76,60000,2,Semi-Furnished,1800,3,BHK,Apartment
77,8500,1,Semi-Furnished,700,1,BHK,IndependentFloor
78,12000,1,Semi-Furnished,500,1,BHK,IndependentFloor
79,29500,2,Unfurnished,1125,3,BHK,IndependentFloor
80,32000,2,Semi-Furnished,900,2,BHK,IndependentFloor
81,15000,2,Semi-Furnished,840,3,BHK,IndependentFloor
82,15000,3,Semi-Furnished,990,3,BHK,IndependentFloor
83,17000,1,Semi-Furnished,350,1,BHK,Apartment
84,8000,1,Unfurnished,360,1,BHK,IndependentFloor
85,17000,1,Semi-Furnished,450,1,BHK,IndependentFloor
86,50000,3,Furnished,1900,3,BHK,IndependentFloor
87,15000,1,Semi-Furnished,750,2,BHK,IndependentFloor
88,6500,1,Semi-Furnished,480,2,BHK,Apartment
89,10300,2,Semi-Furnished,450,1,BHK,Apartment
90,76000,4,Semi-Furnished,3000,4,BHK,IndependentFloor
91,14000,1,Unfurnished,600,1,BHK,Apartment
92,45000,3,Semi-Furnished,1900,3,BHK,Apartment
93,8500,1,Unfurnished,450,1,BHK,IndependentFloor
94,16000,1,Furnished,340,1,RK,StudioApartment
95,22000,1,Furnished,360,1,RK,StudioApartment
96,50000,2,Furnished,1800,2,BHK,IndependentFloor
97,14100,1,Unfurnished,600,1,BHK,Apartment
98,16000,2,Semi-Furnished,800,2,BHK,IndependentFloor
99,20000,2,Furnished,1300,3,BHK,IndependentFloor
100,20000,2,Furnished,1300,3,BHK,IndependentFloor
101,20000,2,Furnished,1300,3,BHK,IndependentFloor
102,20000,2,Furnished,1300,3,BHK,IndependentFloor
103,20000,2,Furnished,1300,3,BHK,IndependentFloor
104,20000,2,Furnished,1300,3,BHK,IndependentFloor
105,20000,2,Furnished,1300,3,BHK,IndependentFloor
106,20000,2,Furnished,1300,3,BHK,IndependentFloor
107,20000,2,Furnished,1300,3,BHK,IndependentFloor
108,20000,2,Furnished,1300,3,BHK,IndependentFloor
109,20000,2,Furnished,1300,3,BHK,IndependentFloor
110,20000,2,Furnished,1300,3,BHK,IndependentFloor
111,20000,2,Furnished,1300,3,BHK,IndependentFloor
112,20000,2,Furnished,1300,3,BHK,IndependentFloor
113,20000,2,Furnished,1300,3,BHK,IndependentFloor
114,20000,2,Furnished,1300,3,BHK,IndependentFloor
115,20000,2,Furnished,1300,3,BHK,IndependentFloor
116,150000,4,Semi-Furnished,2700,4,BHK,IndependentFloor
117,100000,3,Semi-Furnished,1872,3,BHK,IndependentFloor
118,150000,4,Semi-Furnished,3000,4,BHK,IndependentFloor
119,150000,3,Furnished,2700,3,BHK,IndependentFloor
120,25000,1,Furnished,550,1,BHK,Apartment
121,48000,3,Semi-Furnished,2200,3,BHK,Apartment
122,34000,2,Semi-Furnished,1600,3,BHK,Apartment
123,33600,2,Semi-Furnished,1600,3,BHK,Apartment
124,55000,3,Unfurnished,1800,3,BHK,IndependentFloor
125,30000,2,Furnished,720,2,BHK,IndependentFloor
126,42000,2,Semi-Furnished,1350,3,BHK,IndependentFloor
127,18000,1,Furnished,495,1,BHK,IndependentFloor
128,20000,1,Furnished,540,2,BHK,IndependentFloor
129,11000,1,Semi-Furnished,450,1,BHK,IndependentFloor
130,15000,1,Furnished,500,2,BHK,IndependentFloor
131,10000,1,Semi-Furnished,450,1,BHK,IndependentFloor
132,9000,1,Semi-Furnished,450,1,BHK,IndependentFloor
133,22000,2,Semi-Furnished,900,3,BHK,IndependentFloor
134,13000,2,Unfurnished,900,2,BHK,IndependentFloor
135,10500,1,Semi-Furnished,450,2,BHK,IndependentFloor
136,8000,1,Semi-Furnished,360,1,BHK,IndependentFloor
137,13000,2,Semi-Furnished,630,2,BHK,IndependentFloor
138,13000,2,Semi-Furnished,630,2,BHK,IndependentFloor
139,21000,2,Semi-Furnished,900,3,BHK,IndependentFloor
140,16000,1,Unfurnished,945,2,BHK,IndependentFloor
141,9000,1,Semi-Furnished,450,1,BHK,IndependentFloor
142,35000,3,Semi-Furnished,1350,3,BHK,IndependentFloor
143,14000,2,Unfurnished,900,2,BHK,IndependentFloor
144,8000,1,Unfurnished,390,1,BHK,IndependentFloor
145,12000,2,Semi-Furnished,765,2,BHK,IndependentFloor
146,8500,1,Semi-Furnished,360,1,BHK,IndependentFloor
147,52000,3,Semi-Furnished,1890,3,BHK,IndependentFloor
148,30000,2,Semi-Furnished,1350,2,BHK,IndependentFloor
149,50000,3,Semi-Furnished,1350,3,BHK,IndependentFloor
150,14000,2,Unfurnished,745,2,BHK,IndependentFloor
151,40000,3,Semi-Furnished,2025,3,BHK,IndependentFloor
152,43000,2,Semi-Furnished,1350,3,BHK,IndependentFloor
153,19000,2,Semi-Furnished,990,3,BHK,IndependentFloor
154,42000,3,Semi-Furnished,1485,3,BHK,IndependentFloor
155,10000,1,Semi-Furnished,540,1,BHK,IndependentFloor
156,9000,1,Semi-Furnished,450,1,BHK,IndependentFloor
157,32000,2,Semi-Furnished,816,2,BHK,IndependentFloor
158,32000,2,Semi-Furnished,816,2,BHK,IndependentFloor
159,22000,2,Semi-Furnished,900,3,BHK,IndependentFloor
160,21000,2,Semi-Furnished,1800,3,BHK,IndependentFloor
161,30000,2,Semi-Furnished,720,2,BHK,IndependentFloor
162,43000,3,Semi-Furnished,1350,3,BHK,IndependentFloor
163,23000,2,Semi-Furnished,1080,3,BHK,IndependentFloor
164,40000,2,Semi-Furnished,1350,3,BHK,IndependentFloor
165,12000,1,Semi-Furnished,675,2,BHK,IndependentFloor
166,28000,1,Furnished,720,2,BHK,Apartment
167,22000,2,Semi-Furnished,720,2,BHK,Apartment
168,50000,4,Semi-Furnished,2400,4,BHK,Apartment
169,40000,3,Semi-Furnished,1700,3,BHK,Apartment
170,42000,3,Semi-Furnished,1750,3,BHK,Apartment
171,40000,4,Semi-Furnished,2400,4,BHK,Apartment
172,40000,2,Semi-Furnished,1700,3,BHK,Apartment
173,36000,2,Furnished,1200,2,BHK,Apartment
174,39000,3,Semi-Furnished,1500,4,BHK,IndependentFloor
175,30000,2,Furnished,720,2,BHK,Apartment
176,11500,1,Unfurnished,500,1,BHK,IndependentFloor
177,32000,2,Furnished,1200,2,BHK,Apartment
178,32000,2,Furnished,1200,2,BHK,Apartment
179,11500,1,Unfurnished,500,1,BHK,IndependentFloor
180,39000,3,Semi-Furnished,1500,4,BHK,IndependentFloor
181,110000,4,Furnished,2200,4,BHK,Apartment
182,26000,2,Furnished,650,1,BHK,Apartment
183,85000,4,Semi-Furnished,1800,4,BHK,Apartment
184,80000,3,Semi-Furnished,1900,4,BHK,Apartment
185,90000,4,Semi-Furnished,2100,4,BHK,Apartment
186,53000,2,Semi-Furnished,1710,3,BHK,Apartment
187,55000,2,Semi-Furnished,1625,3,BHK,Apartment
188,55000,2,Semi-Furnished,1700,3,BHK,Apartment
189,60000,2,Furnished,1600,3,BHK,Apartment
190,26000,2,Furnished,650,1,BHK,Apartment
191,60000,2,Furnished,1700,3,BHK,Apartment
192,65000,2,Furnished,1650,3,BHK,Apartment
193,23000,1,Furnished,600,1,BHK,IndependentFloor
194,75000,2,Semi-Furnished,1500,3,BHK,IndependentFloor
195,145000,4,Semi-Furnished,2800,4,BHK,IndependentFloor
196,50000,2,Semi-Furnished,1500,2,BHK,IndependentFloor
197,90000,3,Furnished,1600,3,BHK,IndependentFloor
198,200500,4,Semi-Furnished,4500,4,BHK,IndependentFloor
199,83500,3,Semi-Furnished,1800,3,BHK,IndependentFloor
200,23000,1,Furnished,600,1,BHK,IndependentFloor
201,145000,4,Semi-Furnished,2800,4,BHK,IndependentFloor
202,40000,2,Semi-Furnished,1500,2,BHK,IndependentFloor
203,50000,2,Semi-Furnished,1700,2,BHK,IndependentFloor
204,50000,2,Semi-Furnished,1500,2,BHK,IndependentFloor
205,100000,3,Furnished,1800,3,BHK,IndependentFloor
206,85000,3,Semi-Furnished,2350,3,BHK,IndependentFloor
207,55000,2,Semi-Furnished,1800,3,BHK,IndependentFloor
208,75000,2,Semi-Furnished,1500,3,BHK,IndependentFloor
209,47000,2,Semi-Furnished,1400,2,BHK,IndependentFloor
210,90000,3,Semi-Furnished,2400,3,BHK,IndependentFloor
211,110000,3,Semi-Furnished,1800,3,BHK,IndependentFloor
212,95000,3,Semi-Furnished,1800,3,BHK,IndependentFloor
213,63000,2,Semi-Furnished,1500,2,BHK,IndependentFloor
214,65000,2,Semi-Furnished,1600,2,BHK,IndependentFloor
215,50000,1,Furnished,1200,1,BHK,IndependentFloor
216,65000,2,Semi-Furnished,1600,2,BHK,IndependentFloor
217,50000,1,Furnished,1200,1,BHK,IndependentFloor
218,60000,3,Furnished,1800,3,BHK,IndependentFloor
219,50000,3,Semi-Furnished,1800,3,BHK,IndependentFloor
220,48000,3,Furnished,1800,3,BHK,IndependentFloor
221,65000,3,Semi-Furnished,1800,3,BHK,IndependentHouse
222,200000,3,Semi-Furnished,3600,3,BHK,IndependentFloor
223,230000,4,Semi-Furnished,2925,4,BHK,IndependentFloor
224,100000,2,Unfurnished,2200,3,BHK,IndependentFloor
225,100000,2,Unfurnished,2200,3,BHK,IndependentFloor
226,95000,3,Semi-Furnished,1800,3,BHK,IndependentFloor
227,400000,6,Semi-Furnished,7200,6,BHK,IndependentFloor
228,24000,2,Semi-Furnished,1050,2,BHK,IndependentFloor
229,270000,4,Semi-Furnished,2200,3,BHK,IndependentFloor
230,120000,4,Semi-Furnished,2700,4,BHK,IndependentFloor
231,190000,4,Semi-Furnished,2700,4,BHK,IndependentFloor
232,80000,3,Semi-Furnished,1900,3,BHK,IndependentFloor
233,250000,3,Semi-Furnished,3500,3,BHK,IndependentFloor
234,150000,4,Furnished,2700,4,BHK,IndependentFloor
235,120000,3,Furnished,2700,3,BHK,IndependentFloor
236,150000,5,Semi-Furnished,2700,4,BHK,IndependentFloor
237,250000,5,Furnished,5400,4,BHK,IndependentFloor
238,190000,4,Furnished,3500,4,BHK,IndependentFloor
239,140000,3,Semi-Furnished,3000,3,BHK,IndependentFloor
240,110000,4,Semi-Furnished,2000,3,BHK,IndependentFloor
241,300000,4,Semi-Furnished,2700,3,BHK,IndependentFloor
242,95000,3,Semi-Furnished,1900,3,BHK,IndependentFloor
243,250000,4,Semi-Furnished,4000,4,BHK,IndependentFloor
244,190000,3,Semi-Furnished,3600,3,BHK,IndependentFloor
245,80000,3,Semi-Furnished,2500,3,BHK,IndependentFloor
246,150000,3,Semi-Furnished,1800,3,BHK,IndependentFloor
247,70000,2,Semi-Furnished,1500,2,BHK,IndependentFloor
248,140000,2,Semi-Furnished,1900,3,BHK,IndependentFloor
249,95000,3,Semi-Furnished,1800,3,BHK,IndependentFloor
250,140000,5,Semi-Furnished,4500,4,BHK,IndependentFloor
251,90000,3,Semi-Furnished,2700,3,BHK,Apartment
252,70000,2,Furnished,1800,2,BHK,IndependentFloor
253,90000,3,Semi-Furnished,2000,3,BHK,IndependentFloor
254,95000,4,Semi-Furnished,3000,3,BHK,IndependentFloor
255,70000,3,Furnished,1800,2,BHK,IndependentHouse
256,60000,3,Semi-Furnished,1900,3,BHK,IndependentFloor
257,150000,4,Furnished,2000,4,BHK,IndependentFloor
258,290000,4,Semi-Furnished,3200,3,BHK,IndependentFloor
259,190000,4,Semi-Furnished,2200,4,BHK,IndependentFloor
260,80000,3,Semi-Furnished,2000,3,BHK,IndependentFloor
261,150000,5,Semi-Furnished,3200,4,BHK,IndependentFloor
262,140000,3,Semi-Furnished,3000,3,BHK,IndependentFloor
263,95000,4,Semi-Furnished,2000,3,BHK,IndependentFloor
264,130000,3,Semi-Furnished,2000,3,BHK,IndependentFloor
265,250000,5,Furnished,5400,4,BHK,IndependentFloor
266,10000,2,Semi-Furnished,810,2,BHK,IndependentFloor
267,25000,2,Semi-Furnished,1000,2,BHK,IndependentFloor
268,108000,2,Semi-Furnished,2700,3,BHK,IndependentFloor
269,50000,3,Semi-Furnished,1800,3,BHK,IndependentFloor
270,65000,4,Semi-Furnished,2700,4,BHK,IndependentFloor
271,12000,1,Semi-Furnished,450,1,BHK,IndependentFloor
272,55000,3,Semi-Furnished,1800,3,BHK,IndependentFloor
273,70000,4,Furnished,2700,4,BHK,IndependentFloor
274,50000,3,Semi-Furnished,1800,3,BHK,IndependentFloor
275,8000,1,Unfurnished,360,1,BHK,IndependentFloor
276,70000,3,Furnished,1800,3,BHK,IndependentFloor
277,28000,2,Semi-Furnished,1050,3,BHK,IndependentFloor
278,32000,2,Semi-Furnished,1400,3,BHK,Apartment
279,12500,2,Semi-Furnished,550,2,BHK,IndependentFloor
280,80000,3,Semi-Furnished,2700,3,BHK,IndependentFloor
281,130000,4,Semi-Furnished,4500,4,BHK,IndependentFloor
282,65000,2,Semi-Furnished,1800,2,BHK,IndependentFloor
283,75000,3,Semi-Furnished,2250,3,BHK,IndependentFloor
284,52000,2,Semi-Furnished,1300,2,BHK,IndependentFloor
285,125000,3,Semi-Furnished,2250,3,BHK,IndependentFloor
286,44000,3,Semi-Furnished,1800,3,BHK,IndependentFloor
287,50000,3,Semi-Furnished,1800,3,BHK,IndependentFloor
288,52000,3,Semi-Furnished,1800,3,BHK,IndependentFloor
289,60000,3,Furnished,1800,3,BHK,IndependentFloor
290,50000,3,Semi-Furnished,1800,3,BHK,IndependentFloor
291,50000,3,Semi-Furnished,1800,3,BHK,IndependentFloor
292,38000,2,Furnished,1500,2,BHK,IndependentFloor
293,40000,3,Furnished,1800,3,BHK,IndependentFloor
294,18000,1,Furnished,700,1,BHK,IndependentFloor
295,50000,3,Semi-Furnished,1800,3,BHK,IndependentFloor
296,50000,3,Semi-Furnished,1800,3,BHK,IndependentFloor
297,64000,3,Furnished,2200,3,BHK,Apartment
298,35000,3,Semi-Furnished,1400,3,BHK,IndependentFloor
299,170000,4,Semi-Furnished,2700,3,BHK,IndependentFloor
300,55000,3,Semi-Furnished,1800,3,BHK,IndependentFloor
301,45000,3,Semi-Furnished,2400,4,BHK,Apartment
302,65000,2,Furnished,1600,3,BHK,Apartment
303,34000,2,Furnished,900,2,BHK,IndependentFloor
304,38000,2,Semi-Furnished,1700,3,BHK,Apartment
305,40000,3,Semi-Furnished,1800,3,BHK,Apartment
306,36000,2,Semi-Furnished,1700,3,BHK,Apartment
307,36000,3,Semi-Furnished,1700,3,BHK,Apartment
308,37000,2,Semi-Furnished,1700,3,BHK,Apartment
309,38000,2,Semi-Furnished,1700,3,BHK,Apartment
310,45000,3,Semi-Furnished,1800,3,BHK,Apartment
311,36000,3,Semi-Furnished,1700,3,BHK,Apartment
312,70000,3,Furnished,2200,3,BHK,Apartment
313,30000,2,Semi-Furnished,1200,2,BHK,Apartment
314,65000,4,Semi-Furnished,2000,4,BHK,IndependentFloor
315,70000,3,Semi-Furnished,2400,4,BHK,Apartment
316,30000,2,Semi-Furnished,1200,2,BHK,Apartment
317,30000,2,Semi-Furnished,1200,2,BHK,Apartment
318,70000,3,Semi-Furnished,2200,4,BHK,Apartment
319,43000,3,Semi-Furnished,1700,3,BHK,Apartment
320,40000,3,Semi-Furnished,1700,3,BHK,Apartment
321,19000,1,Semi-Furnished,1100,2,BHK,Apartment
322,60000,3,Semi-Furnished,1700,3,BHK,IndependentFloor
323,42000,2,Semi-Furnished,1500,3,BHK,Apartment
324,60000,3,Semi-Furnished,1800,3,BHK,IndependentFloor
325,27000,2,Furnished,800,2,BHK,IndependentFloor
326,45000,3,Semi-Furnished,1600,3,BHK,IndependentFloor
327,35000,2,Furnished,1450,2,BHK,IndependentFloor
328,25000,2,Semi-Furnished,1000,2,BHK,IndependentFloor
329,45000,3,Furnished,2000,3,BHK,IndependentFloor
330,17000,1,Furnished,600,1,BHK,IndependentFloor
331,25000,2,Semi-Furnished,1000,2,BHK,IndependentFloor
332,25500,2,Semi-Furnished,951,2,BHK,IndependentFloor
333,85000,4,Furnished,2750,4,BHK,IndependentFloor
334,25000,2,Furnished,750,2,BHK,IndependentFloor
335,27000,2,Semi-Furnished,1000,2,BHK,IndependentFloor
336,55000,3,Furnished,1800,3,BHK,IndependentFloor
337,55000,4,Semi-Furnished,3000,4,BHK,IndependentFloor
338,22000,2,Semi-Furnished,800,2,BHK,IndependentFloor
339,22000,1,Furnished,650,1,BHK,IndependentFloor
340,28000,2,Furnished,840,2,BHK,IndependentFloor
341,23000,2,Furnished,950,2,BHK,IndependentFloor
342,30000,2,Semi-Furnished,1000,2,BHK,IndependentFloor
343,27000,2,Furnished,1000,2,BHK,IndependentFloor
344,45000,3,Furnished,1600,3,BHK,IndependentFloor
345,30000,2,Semi-Furnished,1000,2,BHK,IndependentFloor
346,16000,1,Furnished,700,1,BHK,IndependentFloor
347,55000,3,Semi-Furnished,1850,2,BHK,IndependentFloor
348,14000,1,Furnished,450,1,RK,StudioApartment
349,15000,1,Semi-Furnished,700,2,BHK,IndependentFloor
350,40000,2,Semi-Furnished,1750,3,BHK,IndependentFloor
351,24000,2,Semi-Furnished,1000,3,BHK,IndependentFloor
352,18000,1,Furnished,600,1,BHK,IndependentFloor
353,20000,2,Semi-Furnished,800,2,BHK,IndependentFloor
354,20000,2,Semi-Furnished,1000,2,BHK,IndependentFloor
355,40000,3,Semi-Furnished,2000,3,BHK,IndependentFloor
356,70000,3,Furnished,2000,3,BHK,IndependentFloor
357,54000,3,Furnished,2000,3,BHK,IndependentFloor
358,45000,3,Furnished,1600,3,BHK,IndependentFloor
359,50000,3,Semi-Furnished,2000,3,BHK,IndependentFloor
360,65000,2,Semi-Furnished,3000,3,BHK,IndependentFloor
361,23000,2,Semi-Furnished,1000,2,BHK,IndependentFloor
362,25000,2,Furnished,1000,2,BHK,IndependentFloor
363,100000,4,Semi-Furnished,2900,4,BHK,IndependentFloor
364,60000,3,Furnished,1900,3,BHK,IndependentFloor
365,20000,1,Furnished,750,1,BHK,IndependentFloor
366,18000,1,Furnished,550,1,BHK,IndependentFloor
367,40000,3,Semi-Furnished,2000,3,BHK,IndependentFloor
368,52000,3,Semi-Furnished,1800,3,BHK,IndependentFloor
369,50000,3,Furnished,2000,3,BHK,IndependentFloor
370,18000,1,Furnished,650,1,BHK,IndependentFloor
371,30000,2,Furnished,800,2,BHK,IndependentFloor
372,25000,2,Furnished,1000,2,BHK,IndependentFloor
373,30000,2,Furnished,850,2,BHK,IndependentFloor
374,40000,2,Furnished,1800,2,BHK,IndependentFloor
375,50000,3,Furnished,1600,3,BHK,IndependentFloor
376,22000,1,Furnished,600,1,BHK,IndependentFloor
377,25000,2,Semi-Furnished,1000,2,BHK,IndependentFloor
378,60000,3,Furnished,3000,3,BHK,IndependentFloor
379,18000,1,Furnished,600,1,BHK,IndependentFloor
380,26000,2,Furnished,1000,2,BHK,IndependentFloor
381,50000,3,Semi-Furnished,1800,3,BHK,IndependentFloor
382,35100,2,Furnished,1500,2,BHK,IndependentFloor
383,35000,2,Furnished,1400,2,BHK,IndependentFloor
384,30000,2,Semi-Furnished,1000,2,BHK,IndependentFloor
385,32000,2,Furnished,1000,2,BHK,IndependentFloor
386,20000,3,Furnished,1200,1,BHK,IndependentFloor
387,17000,2,Semi-Furnished,1000,2,BHK,IndependentFloor
388,19000,1,Semi-Furnished,600,1,BHK,IndependentFloor
389,19000,1,Semi-Furnished,800,1,BHK,IndependentFloor
390,30000,2,Semi-Furnished,1000,2,BHK,IndependentFloor
391,36000,3,Semi-Furnished,1500,3,BHK,IndependentFloor
392,45000,3,Semi-Furnished,1800,3,BHK,IndependentFloor
393,52000,3,Furnished,1600,3,BHK,IndependentFloor
394,26000,2,Semi-Furnished,800,2,BHK,IndependentFloor
395,80000,3,Furnished,2400,3,BHK,IndependentFloor
396,26500,2,Furnished,800,2,BHK,IndependentFloor
397,52000,3,Semi-Furnished,2200,4,BHK,Apartment
398,19000,2,Furnished,1800,2,BHK,IndependentFloor
399,15000,1,Furnished,500,2,BHK,IndependentFloor
400,18000,3,Semi-Furnished,900,3,BHK,IndependentFloor
401,59000,3,Semi-Furnished,2200,3,BHK,Apartment
402,70000,2,Semi-Furnished,1800,2,BHK,IndependentFloor
403,25000,2,Semi-Furnished,1225,2,BHK,Apartment
404,20000,1,Semi-Furnished,500,1,BHK,IndependentHouse
405,18000,2,Semi-Furnished,900,3,BHK,IndependentFloor
406,61000,3,Semi-Furnished,2025,3,BHK,IndependentFloor
407,61000,3,Semi-Furnished,2025,3,BHK,IndependentFloor
408,18000,2,Semi-Furnished,900,3,BHK,IndependentFloor
409,15500,1,Semi-Furnished,550,1,RK,StudioApartment
410,18000,1,Furnished,550,1,BHK,IndependentFloor
411,34000,2,Unfurnished,1250,3,BHK,IndependentFloor
412,90000,4,Semi-Furnished,2700,4,BHK,IndependentFloor
413,80000,4,Semi-Furnished,2700,4,BHK,IndependentFloor
414,110000,5,Semi-Furnished,3600,4,BHK,IndependentFloor
415,39200,3,Furnished,1400,3,BHK,IndependentFloor
416,25000,2,Semi-Furnished,850,2,BHK,Apartment
417,18000,2,Semi-Furnished,750,2,BHK,IndependentFloor
418,15500,1,Semi-Furnished,550,1,RK,StudioApartment
419,37000,2,Furnished,1440,3,BHK,IndependentFloor
420,20000,2,Semi-Furnished,900,3,BHK,IndependentFloor
421,18000,2,Unfurnished,750,2,BHK,IndependentFloor
422,28000,2,Semi-Furnished,1500,2,BHK,Apartment
423,38000,3,Semi-Furnished,2000,3,BHK,Apartment
424,40000,3,Semi-Furnished,2400,3,BHK,Apartment
425,38000,4,Semi-Furnished,2400,3,BHK,Apartment
426,36000,2,Semi-Furnished,1800,2,BHK,Apartment
427,55000,4,Semi-Furnished,3000,4,BHK,Apartment
428,32000,3,Semi-Furnished,2000,3,BHK,Apartment
429,23000,2,Semi-Furnished,850,2,BHK,Apartment
430,15000,2,Semi-Furnished,850,1,BHK,Apartment
431,30000,2,Furnished,1000,3,BHK,IndependentFloor
432,40000,3,Semi-Furnished,1700,3,BHK,IndependentFloor
433,50000,3,Semi-Furnished,1800,3,BHK,IndependentFloor
434,18800,1,Furnished,600,1,BHK,IndependentFloor
435,75000,4,Semi-Furnished,2700,4,BHK,IndependentFloor
436,50000,2,Semi-Furnished,1200,3,BHK,IndependentFloor
437,23000,2,Semi-Furnished,900,3,BHK,IndependentFloor
438,50000,2,Semi-Furnished,1350,3,BHK,IndependentFloor
439,25000,2,Semi-Furnished,1125,3,BHK,IndependentFloor
440,10500,1,Semi-Furnished,450,1,BHK,IndependentFloor
441,12000,1,Semi-Furnished,540,2,BHK,IndependentFloor
442,11500,2,Semi-Furnished,540,2,BHK,IndependentFloor
443,20000,2,Unfurnished,720,2,BHK,IndependentFloor
444,10000,2,Semi-Furnished,450,2,BHK,IndependentHouse
445,15000,2,Semi-Furnished,540,2,BHK,IndependentFloor
446,9000,1,Semi-Furnished,540,1,BHK,IndependentFloor
447,26500,1,Semi-Furnished,650,1,BHK,Apartment
448,17000,2,Furnished,601,2,BHK,IndependentFloor
449,14000,1,Furnished,500,1,BHK,IndependentFloor
450,24000,2,Furnished,600,2,BHK,IndependentFloor
451,21500,2,Furnished,800,2,BHK,IndependentFloor
452,180000,4,Semi-Furnished,4500,3,BHK,IndependentFloor
453,25000,1,Furnished,450,1,BHK,IndependentFloor
454,130000,3,Semi-Furnished,2300,3,BHK,IndependentFloor
